variable,valor
a_zt[6,11],1357.350412260077
a_zt[6,12],0.0
a_zt[6,13],0.0
a_zt[6,14],0.0
a_zt[6,15],0.0
a_zt[6,16],0.0
a_zt[6,17],1357.350412260077
a_zt[6,18],1357.350412260077
a_zt[6,19],1357.350412260077
a_zt[6,20],1357.350412260077
a_zt[6,21],1357.350412260077
a_zt[6,22],1357.350412260077
a_zt[6,23],1357.350412260077
a_zt[6,24],0.0
a_zt[7,1],0.0
a_zt[7,2],0.0
a_zt[7,3],0.0
a_zt[7,4],0.0
a_zt[7,5],962.0719226963226
a_zt[7,6],962.0719226963226
a_zt[7,7],962.0719226963226
a_zt[7,8],962.0719226963226
a_zt[7,9],962.0719226963226
a_zt[7,10],962.0719226963226
a_zt[7,11],962.0719226963226
a_zt[7,12],0.0
a_zt[7,13],0.0
a_zt[7,14],0.0
a_zt[7,15],0.0
a_zt[7,16],0.0
a_zt[7,17],962.0719226963226
a_zt[7,18],962.0719226963226
a_zt[7,19],962.0719226963226
a_zt[7,20],962.0719226963226
a_zt[7,21],962.0719226963226
a_zt[7,22],962.0719226963226
a_zt[7,23],962.0719226963226
a_zt[7,24],0.0
a_zt[8,1],0.0
a_zt[8,2],0.0
a_zt[8,3],0.0
a_zt[8,4],0.0
a_zt[8,5],1069.6231387251
a_zt[8,6],1069.6231387251
a_zt[8,7],1069.6231387251
a_zt[8,8],1069.6231387251
a_zt[8,9],1069.6231387251
a_zt[8,10],1069.6231387251
a_zt[8,11],1069.6231387251
a_zt[8,12],0.0
a_zt[8,13],0.0
a_zt[8,14],0.0
a_zt[8,15],0.0
a_zt[8,16],0.0
a_zt[8,17],1069.6231387251
a_zt[8,18],1069.6231387251
a_zt[8,19],1069.6231387251
a_zt[8,20],1069.6231387251
a_zt[8,21],1069.6231387251
a_zt[8,22],1069.6231387251
a_zt[8,23],1069.6231387251
a_zt[8,24],0.0
a_zt[9,1],0.0
a_zt[9,2],0.0
a_zt[9,3],0.0
a_zt[9,4],0.0
a_zt[9,5],1142.6291130554514
a_zt[9,6],1142.6291130554514
a_zt[9,7],1142.6291130554514
a_zt[9,8],1142.6291130554514
a_zt[9,9],1142.6291130554514
a_zt[9,10],1142.6291130554514
a_zt[9,11],1142.6291130554514
a_zt[9,12],0.0
a_zt[9,13],0.0
a_zt[9,14],0.0
a_zt[9,15],0.0
a_zt[9,16],0.0
a_zt[9,17],1142.6291130554514
a_zt[9,18],1142.6291130554514
a_zt[9,19],1142.6291130554514
a_zt[9,20],1142.6291130554514
a_zt[9,21],1142.6291130554514
a_zt[9,22],1142.6291130554514
a_zt[9,23],1142.6291130554514
a_zt[9,24],0.0
a_zt[10,1],0.0
a_zt[10,2],0.0
a_zt[10,3],0.0
a_zt[10,4],0.0
a_zt[10,5],976.9918572105245
a_zt[10,6],976.9918572105245
a_zt[10,7],976.9918572105245
a_zt[10,8],976.9918572105245
a_zt[10,9],976.9918572105245
a_zt[10,10],976.9918572105245
a_zt[10,11],976.9918572105245
a_zt[10,12],0.0
a_zt[10,13],0.0
a_zt[10,14],0.0
a_zt[10,15],0.0
a_zt[10,16],0.0
a_zt[10,17],976.9918572105245
a_zt[10,18],976.9918572105245
a_zt[10,19],976.9918572105245
a_zt[10,20],976.9918572105245
a_zt[10,21],976.9918572105245
a_zt[10,22],976.9918572105245
a_zt[10,23],976.9918572105245
a_zt[10,24],0.0
a_zt[11,1],0.0
a_zt[11,2],0.0
a_zt[11,3],0.0
a_zt[11,4],0.0
a_zt[11,5],1157.5226688214682
a_zt[11,6],1157.5226688214682
a_zt[11,7],1157.5226688214682
a_zt[11,8],1157.5226688214682
a_zt[11,9],1157.5226688214682
a_zt[11,10],1157.5226688214682
a_zt[11,11],1157.5226688214682
a_zt[11,12],0.0
a_zt[11,13],0.0
a_zt[11,14],0.0
a_zt[11,15],1157.5226688214682
a_zt[11,16],0.0
a_zt[11,17],1157.5226688214682
a_zt[11,18],1157.5226688214682
a_zt[11,19],1157.5226688214682
a_zt[11,20],1157.5226688214682
a_zt[11,21],1157.5226688214682
a_zt[11,22],1157.5226688214682
a_zt[11,23],1157.5226688214682
a_zt[11,24],0.0
a_zt[12,1],0.0
a_zt[12,2],0.0
a_zt[12,3],0.0
a_zt[12,4],0.0
a_zt[12,5],1065.5777359488768
a_zt[12,6],1065.5777359488768
a_zt[12,7],1065.5777359488768
a_zt[12,8],1065.5777359488768
a_zt[12,9],1065.5777359488768
a_zt[12,10],1065.5777359488768
a_zt[12,11],1065.5777359488768
a_zt[12,12],0.0
a_zt[12,13],0.0
a_zt[12,14],0.0
a_zt[12,15],1065.5777359488768
a_zt[12,16],0.0
a_zt[12,17],1065.5777359488768
a_zt[12,18],1065.5777359488768
a_zt[12,19],1065.5777359488768
a_zt[12,20],1065.5777359488768
a_zt[12,21],1065.5777359488768
a_zt[12,22],1065.5777359488768
a_zt[12,23],1065.5777359488768
a_zt[12,24],0.0
a_zt[13,1],0.0
a_zt[13,2],0.0
a_zt[13,3],0.0
a_zt[13,4],0.0
a_zt[13,5],1079.6029703185013
a_zt[13,6],1079.6029703185013
a_zt[13,7],1079.6029703185013
a_zt[13,8],1079.6029703185013
a_zt[13,9],1079.6029703185013
a_zt[13,10],1079.6029703185013
a_zt[13,11],1079.6029703185013
a_zt[13,12],0.0
a_zt[13,13],0.0
a_zt[13,14],0.0
a_zt[13,15],1079.6029703185013
a_zt[13,16],0.0
a_zt[13,17],1079.6029703185013
a_zt[13,18],1079.6029703185013
a_zt[13,19],1079.6029703185013
a_zt[13,20],1079.6029703185013
a_zt[13,21],1079.6029703185013
a_zt[13,22],1079.6029703185013
a_zt[13,23],1079.6029703185013
a_zt[13,24],0.0
a_zt[14,1],0.0
a_zt[14,2],0.0
a_zt[14,3],0.0
a_zt[14,4],0.0
a_zt[14,5],1331.5218209186467
a_zt[14,6],1331.5218209186467
a_zt[14,7],1331.5218209186467
a_zt[14,8],1331.5218209186467
a_zt[14,9],1331.5218209186467
a_zt[14,10],1331.5218209186467
a_zt[14,11],1331.5218209186467
a_zt[14,12],0.0
a_zt[14,13],0.0
a_zt[14,14],0.0
a_zt[14,15],1331.5218209186467
a_zt[14,16],0.0
a_zt[14,17],1331.5218209186467
a_zt[14,18],1331.5218209186467
a_zt[14,19],1331.5218209186467
a_zt[14,20],1331.5218209186467
a_zt[14,21],1331.5218209186467
a_zt[14,22],1331.5218209186467
a_zt[14,23],1331.5218209186467
a_zt[14,24],0.0
a_zt[15,1],0.0
a_zt[15,2],0.0
a_zt[15,3],0.0
a_zt[15,4],0.0
a_zt[15,5],1004.5367895982627
a_zt[15,6],1004.5367895982627
a_zt[15,7],1004.5367895982627
a_zt[15,8],1004.5367895982627
a_zt[15,9],1004.5367895982627
a_zt[15,10],1004.5367895982627
a_zt[15,11],1004.5367895982627
a_zt[15,12],0.0
a_zt[15,13],0.0
a_zt[15,14],0.0
a_zt[15,15],1004.5367895982627
a_zt[15,16],0.0
a_zt[15,17],1004.5367895982627
a_zt[15,18],1004.5367895982627
a_zt[15,19],1004.5367895982627
a_zt[15,20],1004.5367895982627
a_zt[15,21],1004.5367895982627
a_zt[15,22],1004.5367895982627
a_zt[15,23],1004.5367895982627
a_zt[15,24],0.0
a_zt[16,1],0.0
a_zt[16,2],0.0
a_zt[16,3],0.0
a_zt[16,4],0.0
a_zt[16,5],640.61840166169
a_zt[16,6],640.61840166169
a_zt[16,7],640.61840166169
a_zt[16,8],640.61840166169
a_zt[16,9],640.61840166169
a_zt[16,10],640.61840166169
a_zt[16,11],640.61840166169
a_zt[16,12],0.0
a_zt[16,13],0.0
a_zt[16,14],0.0
a_zt[16,15],640.61840166169
a_zt[16,16],0.0
a_zt[16,17],640.61840166169
a_zt[16,18],640.61840166169
a_zt[16,19],640.61840166169
a_zt[16,20],640.61840166169
a_zt[16,21],640.61840166169
a_zt[16,22],640.61840166169
a_zt[16,23],640.61840166169
a_zt[16,24],0.0
a_zt[17,1],0.0
a_zt[17,2],0.0
a_zt[17,3],0.0
a_zt[17,4],0.0
a_zt[17,5],857.164188563436
a_zt[17,6],857.164188563436
a_zt[17,7],857.164188563436
a_zt[17,8],857.164188563436
a_zt[17,9],857.164188563436
a_zt[17,10],857.164188563436
a_zt[17,11],857.164188563436
a_zt[17,12],0.0
a_zt[17,13],0.0
a_zt[17,14],0.0
a_zt[17,15],857.164188563436
a_zt[17,16],0.0
a_zt[17,17],857.164188563436
a_zt[17,18],857.164188563436
a_zt[17,19],857.164188563436
a_zt[17,20],857.164188563436
a_zt[17,21],857.164188563436
a_zt[17,22],857.164188563436
a_zt[17,23],857.164188563436
a_zt[17,24],0.0
a_zt[18,1],0.0
a_zt[18,2],0.0
a_zt[18,3],0.0
a_zt[18,4],0.0
a_zt[18,5],716.7747354909772
a_zt[18,6],716.7747354909772
a_zt[18,7],716.7747354909772
a_zt[18,8],716.7747354909772
a_zt[18,9],716.7747354909772
a_zt[18,10],716.7747354909772
a_zt[18,11],716.7747354909772
a_zt[18,12],0.0
a_zt[18,13],0.0
a_zt[18,14],0.0
a_zt[18,15],716.7747354909772
a_zt[18,16],0.0
a_zt[18,17],716.7747354909772
a_zt[18,18],716.7747354909772
a_zt[18,19],716.7747354909772
a_zt[18,20],716.7747354909772
a_zt[18,21],716.7747354909772
a_zt[18,22],716.7747354909772
a_zt[18,23],716.7747354909772
a_zt[18,24],0.0
a_zt[19,1],0.0
a_zt[19,2],0.0
a_zt[19,3],1346.3495732387005
a_zt[19,4],0.0
a_zt[19,5],1346.3495732387005
a_zt[19,6],1346.3495732387005
a_zt[19,7],1346.3495732387005
a_zt[19,8],1346.3495732387005
a_zt[19,9],1346.3495732387005
a_zt[19,10],1346.3495732387005
a_zt[19,11],1346.3495732387005
a_zt[19,12],0.0
a_zt[19,13],0.0
a_zt[19,14],0.0
a_zt[19,15],1346.3495732387005
a_zt[19,16],0.0
a_zt[19,17],1346.3495732387005
a_zt[19,18],1346.3495732387005
a_zt[19,19],1346.3495732387005
a_zt[19,20],1346.3495732387005
a_zt[19,21],1346.3495732387005
a_zt[19,22],1346.3495732387005
a_zt[19,23],1346.3495732387005
a_zt[19,24],0.0
a_zt[20,1],0.0
a_zt[20,2],0.0
a_zt[20,3],0.0
a_zt[20,4],0.0
a_zt[20,5],1210.0142232912694
a_zt[20,6],1210.0142232912694
a_zt[20,7],1210.0142232912694
a_zt[20,8],1210.0142232912694
a_zt[20,9],1210.0142232912694
a_zt[20,10],1210.0142232912694
a_zt[20,11],1210.0142232912694
a_zt[20,12],0.0
a_zt[20,13],0.0
a_zt[20,14],0.0
a_zt[20,15],1210.0142232912694
a_zt[20,16],0.0
a_zt[20,17],1210.0142232912694
a_zt[20,18],1210.0142232912694
a_zt[20,19],1210.0142232912694
a_zt[20,20],1210.0142232912694
a_zt[20,21],1210.0142232912694
a_zt[20,22],1210.0142232912694
a_zt[20,23],1210.0142232912694
a_zt[20,24],0.0
p_zt[1,1],0.0
p_zt[1,2],-0.0
p_zt[1,3],-0.0
p_zt[1,4],-0.0
p_zt[1,5],1.0
p_zt[1,6],1.0
p_zt[1,7],1.0
p_zt[1,8],1.0
p_zt[1,9],1.0
p_zt[1,10],1.0
p_zt[1,11],1.0
p_zt[1,12],-0.0
p_zt[1,13],0.0
p_zt[1,14],0.0
p_zt[1,15],0.0
p_zt[1,16],0.0
p_zt[1,17],1.0
p_zt[1,18],1.0
p_zt[1,19],1.0
p_zt[1,20],1.0
p_zt[1,21],1.0
p_zt[1,22],1.0
p_zt[1,23],1.0
p_zt[1,24],0.0
p_zt[2,1],0.0
p_zt[2,2],-0.0
p_zt[2,3],-0.0
p_zt[2,4],-0.0
p_zt[2,5],1.0
p_zt[2,6],1.0
p_zt[2,7],1.0
p_zt[2,8],1.0
p_zt[2,9],1.0
p_zt[2,10],1.0
p_zt[2,11],1.0
p_zt[2,12],-0.0
p_zt[2,13],0.0
p_zt[2,14],0.0
p_zt[2,15],0.0
p_zt[2,16],0.0
p_zt[2,17],1.0
p_zt[2,18],1.0
p_zt[2,19],1.0
p_zt[2,20],1.0
p_zt[2,21],1.0
p_zt[2,22],1.0
p_zt[2,23],1.0
p_zt[2,24],0.0
p_zt[3,1],0.0
p_zt[3,2],-0.0
p_zt[3,3],-0.0
p_zt[3,4],-0.0
p_zt[3,5],1.0
p_zt[3,6],1.0
p_zt[3,7],1.0
p_zt[3,8],1.0
p_zt[3,9],1.0
p_zt[3,10],1.0
p_zt[3,11],1.0
p_zt[3,12],-0.0
p_zt[3,13],0.0
p_zt[3,14],0.0
p_zt[3,15],0.0
p_zt[3,16],0.0
p_zt[3,17],1.0
p_zt[3,18],1.0
p_zt[3,19],1.0
p_zt[3,20],1.0
p_zt[3,21],1.0
p_zt[3,22],1.0
p_zt[3,23],1.0
p_zt[3,24],0.0
p_zt[4,1],0.0
p_zt[4,2],-0.0
p_zt[4,3],-0.0
p_zt[4,4],-0.0
p_zt[4,5],1.0
p_zt[4,6],1.0
p_zt[4,7],1.0
p_zt[4,8],1.0
p_zt[4,9],1.0
p_zt[4,10],1.0
p_zt[4,11],1.0
p_zt[4,12],-0.0
p_zt[4,13],0.0
p_zt[4,14],0.0
p_zt[4,15],0.0
p_zt[4,16],0.0
p_zt[4,17],1.0
p_zt[4,18],1.0
p_zt[4,19],1.0
p_zt[4,20],1.0
p_zt[4,21],1.0
p_zt[4,22],1.0
p_zt[4,23],1.0
p_zt[4,24],0.0
p_zt[5,1],0.0
p_zt[5,2],-0.0
p_zt[5,3],-0.0
p_zt[5,4],-0.0
p_zt[5,5],1.0
p_zt[5,6],1.0
p_zt[5,7],1.0
p_zt[5,8],1.0
p_zt[5,9],1.0
p_zt[5,10],1.0
p_zt[5,11],1.0
p_zt[5,12],-0.0
p_zt[5,13],0.0
p_zt[5,14],0.0
p_zt[5,15],0.0
p_zt[5,16],0.0
p_zt[5,17],1.0
p_zt[5,18],1.0
p_zt[5,19],1.0
p_zt[5,20],1.0
p_zt[5,21],1.0
p_zt[5,22],1.0
p_zt[5,23],1.0
p_zt[5,24],0.0
p_zt[6,1],0.0
p_zt[6,2],-0.0
p_zt[6,3],-0.0
p_zt[6,4],-0.0
p_zt[6,5],1.0
p_zt[6,6],1.0
p_zt[6,7],1.0
p_zt[6,8],1.0
p_zt[6,9],1.0
p_zt[6,10],1.0
p_zt[6,11],1.0
p_zt[6,12],-0.0
p_zt[6,13],0.0
p_zt[6,14],0.0
p_zt[6,15],0.0
p_zt[6,16],0.0
p_zt[6,17],1.0
p_zt[6,18],1.0
p_zt[6,19],1.0
p_zt[6,20],1.0
p_zt[6,21],1.0
p_zt[6,22],1.0
p_zt[6,23],1.0
p_zt[6,24],0.0
p_zt[7,1],0.0
p_zt[7,2],-0.0
p_zt[7,3],-0.0
p_zt[7,4],-0.0
p_zt[7,5],1.0
p_zt[7,6],1.0
p_zt[7,7],1.0
p_zt[7,8],1.0
p_zt[7,9],1.0
p_zt[7,10],1.0
p_zt[7,11],1.0
p_zt[7,12],-0.0
p_zt[7,13],0.0
p_zt[7,14],0.0
p_zt[7,15],0.0
p_zt[7,16],0.0
p_zt[7,17],1.0
p_zt[7,18],1.0
p_zt[7,19],1.0
p_zt[7,20],1.0
p_zt[7,21],1.0
p_zt[7,22],1.0
p_zt[7,23],1.0
p_zt[7,24],0.0
p_zt[8,1],0.0
p_zt[8,2],-0.0
p_zt[8,3],-0.0
p_zt[8,4],-0.0
p_zt[8,5],1.0
p_zt[8,6],1.0
p_zt[8,7],1.0
p_zt[8,8],1.0
p_zt[8,9],1.0
p_zt[8,10],1.0
p_zt[8,11],1.0
p_zt[8,12],-0.0
p_zt[8,13],0.0
p_zt[8,14],0.0
p_zt[8,15],0.0
p_zt[8,16],0.0
p_zt[8,17],1.0
p_zt[8,18],1.0
p_zt[8,19],1.0
p_zt[8,20],1.0
p_zt[8,21],1.0
p_zt[8,22],1.0
p_zt[8,23],1.0
p_zt[8,24],0.0
p_zt[9,1],0.0
p_zt[9,2],-0.0
p_zt[9,3],-0.0
p_zt[9,4],-0.0
p_zt[9,5],1.0
p_zt[9,6],1.0
p_zt[9,7],1.0
p_zt[9,8],1.0
p_zt[9,9],1.0
p_zt[9,10],1.0
p_zt[9,11],1.0
p_zt[9,12],-0.0
p_zt[9,13],0.0
p_zt[9,14],0.0
p_zt[9,15],0.0
p_zt[9,16],0.0
p_zt[9,17],1.0
p_zt[9,18],1.0
p_zt[9,19],1.0
p_zt[9,20],1.0
p_zt[9,21],1.0
p_zt[9,22],1.0
p_zt[9,23],1.0
p_zt[9,24],0.0
p_zt[10,1],0.0
p_zt[10,2],-0.0
p_zt[10,3],-0.0
p_zt[10,4],-0.0
p_zt[10,5],1.0
p_zt[10,6],1.0
p_zt[10,7],1.0
p_zt[10,8],1.0
p_zt[10,9],1.0
p_zt[10,10],1.0
p_zt[10,11],1.0
p_zt[10,12],-0.0
p_zt[10,13],0.0
p_zt[10,14],0.0
p_zt[10,15],0.0
p_zt[10,16],0.0
p_zt[10,17],1.0
p_zt[10,18],1.0
p_zt[10,19],1.0
p_zt[10,20],1.0
p_zt[10,21],1.0
p_zt[10,22],1.0
p_zt[10,23],1.0
p_zt[10,24],0.0
p_zt[11,1],0.0
p_zt[11,2],-0.0
p_zt[11,3],-0.0
p_zt[11,4],-0.0
p_zt[11,5],1.0
p_zt[11,6],1.0
p_zt[11,7],1.0
p_zt[11,8],1.0
p_zt[11,9],1.0
p_zt[11,10],1.0
p_zt[11,11],1.0
p_zt[11,12],-0.0
p_zt[11,13],0.0
p_zt[11,14],0.0
p_zt[11,15],1.0
p_zt[11,16],0.0
p_zt[11,17],1.0
p_zt[11,18],1.0
p_zt[11,19],1.0
p_zt[11,20],1.0
p_zt[11,21],1.0
p_zt[11,22],1.0
p_zt[11,23],1.0
p_zt[11,24],0.0
p_zt[12,1],0.0
p_zt[12,2],-0.0
p_zt[12,3],-0.0
p_zt[12,4],-0.0
p_zt[12,5],1.0
p_zt[12,6],1.0
p_zt[12,7],1.0
p_zt[12,8],1.0
p_zt[12,9],1.0
p_zt[12,10],1.0
p_zt[12,11],1.0
p_zt[12,12],-0.0
p_zt[12,13],0.0
p_zt[12,14],0.0
p_zt[12,15],1.0
p_zt[12,16],0.0
p_zt[12,17],1.0
p_zt[12,18],1.0
p_zt[12,19],1.0
p_zt[12,20],1.0
p_zt[12,21],1.0
p_zt[12,22],1.0
p_zt[12,23],1.0
p_zt[12,24],0.0
p_zt[13,1],0.0
p_zt[13,2],-0.0
p_zt[13,3],-0.0
p_zt[13,4],-0.0
p_zt[13,5],1.0
p_zt[13,6],1.0
p_zt[13,7],1.0
p_zt[13,8],1.0
p_zt[13,9],1.0
p_zt[13,10],1.0
p_zt[13,11],1.0
p_zt[13,12],-0.0
p_zt[13,13],0.0
p_zt[13,14],0.0
p_zt[13,15],1.0
p_zt[13,16],0.0
p_zt[13,17],1.0
p_zt[13,18],1.0
p_zt[13,19],1.0
p_zt[13,20],1.0
p_zt[13,21],1.0
p_zt[13,22],1.0
p_zt[13,23],1.0
p_zt[13,24],0.0
p_zt[14,1],0.0
p_zt[14,2],-0.0
p_zt[14,3],-0.0
p_zt[14,4],-0.0
p_zt[14,5],1.0
p_zt[14,6],1.0
p_zt[14,7],1.0
p_zt[14,8],1.0
p_zt[14,9],1.0
p_zt[14,10],1.0
p_zt[14,11],1.0
p_zt[14,12],-0.0
p_zt[14,13],0.0
p_zt[14,14],0.0
p_zt[14,15],1.0
p_zt[14,16],0.0
p_zt[14,17],1.0
p_zt[14,18],1.0
p_zt[14,19],1.0
p_zt[14,20],1.0
p_zt[14,21],1.0
p_zt[14,22],1.0
p_zt[14,23],1.0
p_zt[14,24],0.0
p_zt[15,1],0.0
p_zt[15,2],-0.0
p_zt[15,3],-0.0
p_zt[15,4],-0.0
p_zt[15,5],1.0
p_zt[15,6],1.0
p_zt[15,7],1.0
p_zt[15,8],1.0
p_zt[15,9],1.0
p_zt[15,10],1.0
p_zt[15,11],1.0
p_zt[15,12],-0.0
p_zt[15,13],0.0
p_zt[15,14],0.0
p_zt[15,15],1.0
p_zt[15,16],0.0
p_zt[15,17],1.0
p_zt[15,18],1.0
p_zt[15,19],1.0
p_zt[15,20],1.0
p_zt[15,21],1.0
p_zt[15,22],1.0
p_zt[15,23],1.0
p_zt[15,24],0.0
p_zt[16,1],0.0
p_zt[16,2],-0.0
p_zt[16,3],-0.0
p_zt[16,4],-0.0
p_zt[16,5],1.0
p_zt[16,6],1.0
p_zt[16,7],1.0
p_zt[16,8],1.0
p_zt[16,9],1.0
p_zt[16,10],1.0
p_zt[16,11],1.0
p_zt[16,12],-0.0
p_zt[16,13],0.0
p_zt[16,14],0.0
p_zt[16,15],1.0
p_zt[16,16],0.0
p_zt[16,17],1.0
p_zt[16,18],1.0
p_zt[16,19],1.0
p_zt[16,20],1.0
p_zt[16,21],1.0
p_zt[16,22],1.0
p_zt[16,23],1.0
p_zt[16,24],0.0
p_zt[17,1],0.0
p_zt[17,2],-0.0
p_zt[17,3],-0.0
p_zt[17,4],-0.0
p_zt[17,5],1.0
p_zt[17,6],1.0
p_zt[17,7],1.0
p_zt[17,8],1.0
p_zt[17,9],1.0
p_zt[17,10],1.0
p_zt[17,11],1.0
p_zt[17,12],-0.0
p_zt[17,13],0.0
p_zt[17,14],0.0
p_zt[17,15],1.0
p_zt[17,16],0.0
p_zt[17,17],1.0
p_zt[17,18],1.0
p_zt[17,19],1.0
p_zt[17,20],1.0
p_zt[17,21],1.0
p_zt[17,22],1.0
p_zt[17,23],1.0
p_zt[17,24],0.0
p_zt[18,1],0.0
p_zt[18,2],-0.0
p_zt[18,3],-0.0
p_zt[18,4],-0.0
p_zt[18,5],1.0
p_zt[18,6],1.0
p_zt[18,7],1.0
p_zt[18,8],1.0
p_zt[18,9],1.0
p_zt[18,10],1.0
p_zt[18,11],1.0
p_zt[18,12],-0.0
p_zt[18,13],0.0
p_zt[18,14],0.0
p_zt[18,15],1.0
p_zt[18,16],0.0
p_zt[18,17],1.0
p_zt[18,18],1.0
p_zt[18,19],1.0
p_zt[18,20],1.0
p_zt[18,21],1.0
p_zt[18,22],1.0
p_zt[18,23],1.0
p_zt[18,24],0.0
p_zt[19,1],0.0
p_zt[19,2],-0.0
p_zt[19,3],1.0
p_zt[19,4],-0.0
p_zt[19,5],1.0
p_zt[19,6],1.0
p_zt[19,7],1.0
p_zt[19,8],1.0
p_zt[19,9],1.0
p_zt[19,10],1.0
p_zt[19,11],1.0
p_zt[19,12],-0.0
p_zt[19,13],0.0
p_zt[19,14],0.0
p_zt[19,15],1.0
p_zt[19,16],0.0
p_zt[19,17],1.0
p_zt[19,18],1.0
p_zt[19,19],1.0
p_zt[19,20],1.0
p_zt[19,21],1.0
p_zt[19,22],1.0
p_zt[19,23],1.0
p_zt[19,24],0.0
p_zt[20,1],0.0
p_zt[20,2],-0.0
p_zt[20,3],-0.0
p_zt[20,4],-0.0
p_zt[20,5],1.0
p_zt[20,6],1.0
p_zt[20,7],1.0
p_zt[20,8],1.0
p_zt[20,9],1.0
p_zt[20,10],1.0
p_zt[20,11],1.0
p_zt[20,12],-0.0
p_zt[20,13],0.0
p_zt[20,14],0.0
p_zt[20,15],1.0
p_zt[20,16],0.0
p_zt[20,17],1.0
p_zt[20,18],1.0
p_zt[20,19],1.0
p_zt[20,20],1.0
p_zt[20,21],1.0
p_zt[20,22],1.0
p_zt[20,23],1.0
p_zt[20,24],0.0
x_zt[1,1],0.0
x_zt[1,2],0.0
x_zt[1,3],0.0
x_zt[1,4],0.0
x_zt[1,5],1312.6679825941665
x_zt[1,6],0.0
x_zt[1,7],0.0
x_zt[1,8],0.0
x_zt[1,9],0.0
x_zt[1,10],0.0
